,molecule_chembl_id,canonical_smiles,bioactivity,MW,LogP,NumHDonors,NumHAcceptors,pIC50
68,CHEMBL50828,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,inactive,512.6320000000002,2.053200000000001,0.0,6.0,3.3010299956639813
69,CHEMBL296157,CC1CC1C(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,inactive,356.4220000000001,2.4270000000000005,0.0,4.0,5.0
70,CHEMBL50073,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,inactive,316.35699999999997,1.7908999999999997,0.0,4.0,4.102372908709558
73,CHEMBL51153,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)COc1ccccc1,inactive,316.35699999999997,1.0596999999999999,0.0,4.0,4.200659450546418
74,CHEMBL423120,CC(=O)N1C(=O)[C@H](C)C2[C@H]1CCN2C(=O)OCc1ccccc1,inactive,316.35699999999997,1.7908999999999997,0.0,4.0,3.0
75,CHEMBL300717,CC(=O)N1C(=O)C(C)C2C1CCN2C(=O)OCc1ccccc1,inactive,316.35699999999997,1.7908999999999997,0.0,4.0,3.958607314841775
76,CHEMBL301715,CC(C)Oc1cccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)c1,inactive,503.6210000000003,2.0112999999999994,0.0,6.0,4.187086643357144
77,CHEMBL301610,CC(=O)N1C(=O)[C@@H](C)[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,active,512.6320000000002,2.053200000000001,0.0,6.0,6.267606240177032
78,CHEMBL301090,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C)cc1,inactive,433.53000000000014,1.14242,0.0,5.0,3.7986028756795487
79,CHEMBL300679,C[C@@H]1C(=O)N(CC(O)COc2ccccc2)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,424.4970000000002,2.6843000000000012,1.0,5.0,3.3010299956639813
80,CHEMBL51210,C[C@@H]1C(=O)N(C(=O)C2C(C)(C)C2(C)C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,398.5030000000001,3.4532000000000025,0.0,4.0,3.3010299956639813
81,CHEMBL417540,Cc1ccc(S(=O)(=O)N2CCCC2C(=O)N2CC[C@H]3C2[C@H](C)C(=O)N3C=O)cc1,inactive,419.5030000000001,0.7523200000000003,0.0,5.0,4.853871964321762
82,CHEMBL50970,C[C@H]1C(=O)N(C(=O)C2CC2)[C@@H]2CCN(C(=O)C3CCCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@@H]12,inactive,552.6970000000002,2.833400000000001,0.0,6.0,4.886056647693163
85,CHEMBL50738,COc1ccc(C(=O)N2C(=O)[C@@H](C)C3[C@@H]2CCN3C(=O)OCc2ccccc2)cc1,inactive,408.4540000000001,3.0934000000000017,0.0,5.0,3.3010299956639813
86,CHEMBL50745,CC(=O)OCC(=O)N1C(=O)C(C)C2C1CCN2C(=O)OCc1ccccc1,inactive,374.39300000000014,1.3340999999999998,0.0,6.0,4.886056647693163
87,CHEMBL298960,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2CC(=O)Cc1ccccc1,inactive,314.38499999999993,1.2658999999999998,0.0,4.0,4.102372908709558
88,CHEMBL50778,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1C(=O)c1ccccc1,inactive,383.4480000000001,1.2855,0.0,4.0,3.3010299956639813
89,CHEMBL50088,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,inactive,464.50000000000017,0.7422000000000006,0.0,7.0,4.958607314841775
90,CHEMBL51006,C[C@@H]1C(=O)N(C=O)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,302.33,1.4007999999999998,0.0,4.0,3.400116927926312
91,CHEMBL2115461,C[C@@H]1C(=O)N(C(=O)C2[C@@H](C)[C@@H]2C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,370.44900000000007,2.673000000000001,0.0,4.0,4.0
93,CHEMBL2115030,C[C@@H]1C(=O)N(C(=O)C2[C@@H](C)[C@H]2C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,370.44900000000007,2.673000000000001,0.0,4.0,4.142667503568732
94,CHEMBL50095,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2S(=O)(=O)CCc1ccccc1,inactive,350.4400000000001,1.0266000000000004,0.0,4.0,4.346787486224656
95,CHEMBL295494,C[C@@H]1C(=O)N(C(=O)C2Cc3ccccc32)[C@H]2CCN(C(=O)OCc3ccccc3)C12,inactive,404.4660000000001,3.1109000000000018,0.0,4.0,4.939302159646388
96,CHEMBL299204,C[C@H]1C(=O)N(C(=O)C2CC2)[C@@H]2CCN(C(=O)CN(C)S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@@H]12,inactive,512.6320000000002,1.9107000000000007,0.0,6.0,4.0
98,CHEMBL288793,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccc(CC(=O)OC(C)(C)C)cc1)c1ccccc1,inactive,454.5920000000002,4.833200000000005,1.0,5.0,4.1249387366083
106,CHEMBL433040,C[C@@H](NC(=O)N1C(=O)CC1SCC(=O)c1ccccc1)c1ccccc1,active,368.458,3.631700000000003,1.0,4.0,6.0
109,CHEMBL32936,CC(C)C[C@@H](COC1CC(=O)N1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,inactive,399.53200000000027,2.3193,3.0,5.0,3.5228787452803374
110,CHEMBL35762,CC(C)C[C@@H](CSC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,active,548.7500000000001,4.658100000000003,3.0,6.0,6.3979400086720375
111,CHEMBL35353,CC[C@H](NC(=O)N1C(=O)CC1SC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)c1ccccc1,active,574.8320000000003,5.636900000000004,3.0,5.0,7.154901959985743
113,CHEMBL32166,CC(C)C[C@@H](COC1CC(=O)N1C(=O)N[C@@H](C)c1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,active,546.7090000000002,4.502500000000003,3.0,6.0,6.522878745280337
115,CHEMBL335147,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccs3)oc(=O)c12,active,374.4430000000001,3.2357200000000024,1.0,7.0,7.5376020021010435
116,CHEMBL433457,COc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,active,458.4610000000001,5.828500000000004,1.0,4.0,8.468521082957745
117,CHEMBL57560,O=C(O)c1ccc(CNc2ccc3c(COc4ccccc4)cccc3c2)cc1,active,383.44700000000006,5.729100000000003,2.0,3.0,8.318758762624412
118,CHEMBL265046,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc([N+](=O)[O-])c3)oc(=O)c12,active,413.4110000000002,3.0824200000000017,1.0,8.0,7.508638306165727
119,CHEMBL57561,O=C(O)c1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1,active,325.367,5.256600000000003,1.0,2.0,7.301029995663981
120,CHEMBL52599,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,465.427,6.388100000000004,2.0,3.0,7.818156412055227
122,CHEMBL440297,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1)C(F)(F)F,active,428.43500000000006,5.819900000000003,1.0,3.0,8.022276394711152
123,CHEMBL299063,O=S(=O)(Nc1ccc2c(/C=C/c3cccc(C(F)(F)F)c3)cccc2c1)C(F)(F)F,active,445.384,6.290500000000003,1.0,2.0,8.187086643357144
124,CHEMBL56642,O=S(=O)(Nc1ccc2c(/C=C/c3cc(Cl)c4ccccc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.4733000000000045,1.0,3.0,7.978810700930062
125,CHEMBL293782,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,528.0330000000002,7.030620000000005,2.0,4.0,8.080921907623926
126,CHEMBL57617,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,7.82102305270683
127,CHEMBL138045,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3cccs3)oc(=O)c12,inactive,376.45900000000006,3.4597200000000026,1.0,7.0,4.721246399047171
128,CHEMBL59436,COc1cccc(/C=C/c2cccc3cc(NS(=O)(=O)C(F)(F)F)ccc23)c1,active,407.41300000000007,5.280300000000003,1.0,3.0,8.18045606445813
129,CHEMBL56361,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,447.4560000000001,7.339300000000004,2.0,2.0,8.161150909262744
130,CHEMBL56741,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4ccc(Br)cc4)cccc3c2)cc1,active,476.326,6.131800000000005,2.0,3.0,7.671620396561262
131,CHEMBL141311,CCOc1ccc(C(=O)/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)cc1,active,412.46700000000016,3.5729200000000025,1.0,7.0,6.585026652029182
132,CHEMBL345042,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccccc3[N+](=O)[O-])oc(=O)c12,active,413.4110000000002,3.0824200000000017,1.0,8.0,7.853871964321762
133,CHEMBL59252,O=C(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)Oc1ccccc1,active,450.9250000000001,7.822700000000005,1.0,3.0,7.301029995663981
134,CHEMBL141684,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc(C#N)c3)oc(=O)c12,active,393.42400000000015,3.0459000000000014,1.0,7.0,7.3872161432802645
135,CHEMBL442168,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cccc(Cl)c4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,8.494850021680094
136,CHEMBL55962,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)c1ccccc1,active,434.9260000000001,7.4641000000000055,1.0,2.0,7.301029995663981
137,CHEMBL57565,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(Br)c4)cccc3c2)cc1,active,476.326,6.131800000000004,2.0,3.0,8.214670164989233
138,CHEMBL137847,CC(=O)/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1,active,306.3430000000001,1.88032,1.0,6.0,6.431798275933005
139,CHEMBL292678,Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1,active,330.81800000000004,5.794000000000003,1.0,2.0,7.301029995663981
140,CHEMBL56849,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,464.95200000000017,7.522100000000005,2.0,3.0,8.568636235841012
141,CHEMBL57465,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,465.427,6.388100000000004,2.0,3.0,8.130768280269024
142,CHEMBL293998,Cc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,active,442.46200000000016,6.128320000000004,1.0,3.0,8.200659450546418
143,CHEMBL54930,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)NS(=O)(=O)c1ccc(Cl)cc1,active,548.4510000000001,7.375600000000004,2.0,4.0,8.327902142064282
144,CHEMBL56307,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,461.4390000000001,6.979500000000004,2.0,2.0,8.161150909262744
145,CHEMBL299043,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,8.494850021680094
146,CHEMBL56701,CC(=O)Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1,active,372.8550000000001,6.170200000000004,1.0,2.0,7.366531544420414
147,CHEMBL293304,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,478.9350000000001,7.162300000000005,2.0,3.0,7.7594507517174005
148,CHEMBL139405,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccc(Cl)cc3)oc(=O)c12,active,402.85900000000015,3.8276200000000022,1.0,6.0,7.221848749616356
149,CHEMBL344631,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3ccccc3)oc(=O)c12,inactive,370.43000000000006,3.398220000000002,1.0,6.0,4.6777807052660805
150,CHEMBL56153,O=S(=O)(Nc1ccc2c(/C=C/c3ccccc3)cccc2c1)C(F)(F)F,active,377.38700000000006,5.271700000000002,1.0,2.0,8.1249387366083
151,CHEMBL56633,O=S(=O)(Nc1ccc2c(/C=C/c3ccc(Cl)cc3)cccc2c1)C(F)(F)F,active,411.83200000000005,5.925100000000003,1.0,2.0,8.366531544420413
